l,r,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
15000,30000,"岗位职责：1、负责处理渠道接入中标准化h5页面的开发及维护；2、负责处理官网的日常维护及优化；3、负责处理微信及小程序页面的制作及维护。任职要求：1、本科及以上学历，三年以上前端开发经验；2、负责互联网产品前端代码的编写，按照设计效果图、需求实现功能和用户体验；3、对各种web前端技术（如javascript、css、语义化标签等）有深刻理解；？4、熟练使用各种脚本调试器、dom查看器等定位问题，熟练使用各种工具检测web服务的性能和定位瓶颈；5、精通js以及主流js框架，熟悉jquery,vue.js，es6,有node？js,vue.js？经验者优先考虑；？6、逻辑清楚，思维清晰，代码规范，具备良好的分析、理解、解决问题的能力。？",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10000,12000,"岗位职责：1、利用html/css/javascript等web技术进行产品的开发2、配合后台开发人员实现产品功能，独立完成web前端开发任务3、能够理解后端架构，与后端工程师配合，为项目提供最优化的技术解决方案4、能够理解基础需求和ui设计并进行分析，设计出符合用户使用习惯的前端操作界面，优化前端用户操作体验。任职要求：1、计算机相关专业，专科以上学历，三年以上前端开发工作经验；2、精通html 5/css 3/javascript等主流web前端技术3、精通div+css布局的html代码编写，能够书写符合w3c标准的代码，并有严苛的编码风格和良好的编码习惯；4、精通jquery、bootstrip等主流的js框架和库，并能够对其特性和应用有深入的了解；5、精通面向组件的前端开发模式，对组件规划、封装工作有相关经验；6、熟悉commonjs标准，对requirejs或同类型加载器的原理和使用有一定经验；7、熟悉一门web服务器端编程语言（如java、node），并有相关项目经验；8、熟悉ajax/xml/json等网络通信技术和数据交换格式；9、熟练切图，将ui设计转化为符合w3c规范的div+css静态页面，确保浏览器及平台的性能和兼容性10、有前端开发框架构建，前端开发团队工作组织、管理工作相关经验优先；11、了解jquery ,easyui、extjs、bootstrap、angular.js等框架、有美工设计经验者优先；12、有大型系统、教育软件开发经验优先；",1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
8000,13000,"岗位职责描述 ？？1、负责h5、app、web网站开发及维护，对网站的问题，能积极快速解决2、能独立分析需求，并在充分理解需求后完成代码编写工作3、对新技术有追求，有创新想法，好的技术框架能积极引入到项目中4、对安排的开发任务能按时按质完成，并配合测试迭代上线？ ？任职资格 ？？工作经历1、2年以上java开发经验2、互联网行业开发经历优先技能1、计算机或相关专业国家统招本科及以上学历；2、熟练掌握html5/js/angular2/jquery等技术，熟悉cordova、ionic2优先；？3、2年以上java web,微信应用开发经验, 精通java，熟练掌握servlet/jsp/jms/spring/mybatis等技术； 4、具有良好的团队精神，表达和沟通能力好；5、能自立自强、业余好学善专研。？？ ？",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
8000,13000,"岗位职责描述 ？？1、负责h5、app、web网站开发及维护，对网站的问题，能积极快速解决2、能独立分析需求，并在充分理解需求后完成代码编写工作3、对新技术有追求，有创新想法，好的技术框架能积极引入到项目中4、对安排的开发任务能按时按质完成，并配合测试迭代上线？ ？任职资格 ？工作经历？？1、2年以上java开发经验？？2、互联网行业开发经历优先技能？1、计算机或相关专业国家统招本科及以上学历；？2、熟练掌握html5/js/angular2/jquery等技术，熟悉cordova、ionic2优先；？3、2年以上java web,微信应用开发经验, 精通java，熟练掌握servlet/jsp/jms/spring/mybatis等技术；？？4、具有良好的团队精神，表达和沟通能力好；？5、能自立自强、业余好学善专研？？ ？",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
15000,20000,"职位描述：岗位描述：开发和维护网站平台网页应用的前端部分1）与产品经理、交互设计师、视觉设计师协作完成页面制作；2）与后台开发工程师协作，完成各种数据交互、动态信息展现和用户的互动；3）维护及优化前端页面性能。岗位要求：1）精通 javascript，能够脱离类库编写实现各类功能的原生 javascript 代码；2）熟练使用各种 web 技术：html/css/json/xml,seo等，具备较强的英文阅读能力；3）熟悉各主流浏览器之间的兼容性问题及解决方案；4）深刻理解web标准，对可用性、可访问性等相关知识有实际的了解和实践经验；5）熟悉各种 web 优化技术并有过具体实践；6） 熟悉bootstrap，能够根据应用场景选择最优技术；7）对前端技术有持续的热情,个性乐观开朗,逻辑性强,善于和各种背景的人合作。加分项：1）chrome/firefox/opera/safari 扩展开发经验；2）html5/css3；3）移动设备 web 开发经验；4）美工基本功扎实，用户体验理解深刻。",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
10000,15000,"职位描述：？1，负责主线产品web系统和app等前端html5页面的开发和优化；？2，持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；？3，负责前端产品和页面制作，根据ui设计图完成html5应用编码；？4，配合开发工程师一起研讨技术实现方案，进行应用及系统整合；？5，测试维护并持续化现有产品，提高前端的用户体验及性能；任职要求：？1，熟悉html5/css3标准，精通javascript？2, ？掌握hbuilder混合app开发，熟悉es6等新特性？3，掌握webpack/gulp/parcel等工具，配合vue/react全家桶以及less/sass工程化开发加分：？1，有活跃更新的博客和github？2, ？掌握或了解其他后端语言，和node/go/java/php？3, 理解过px,js,函数式编程，基于数据流响 应编程等概念",0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8000,10000,"职位描述1、负责相关产品的前端ui与交互开发；2、完成页面脚本程序编写、实现各类页面动态、交互效果,根据需求调整、修改、优化页面；3、与设计师、产品紧密配合，实现产品ui和交互方面的开发需求，确保产品具有优质的用户体验与良好的兼容性；4、协同后台开发人员完成项目。职位要求1、1年以上web前端开发经验, 对web前端技术领域有浓厚兴趣；？2、精通html5/css3技术，熟悉页面结构和布局；？3、 精通javascript、ajax等web开发技术，熟练掌握javascript前端框架（react/vue/backbone/ember等）开发技术，熟悉常规函数/对象、dom操作和事件处理机制等；4、对javascript性能，多浏览器兼容性、面向组件开发有独到的解决方案，对前端加载流和渲染流程有深入的了解；5、良好的编码习惯、沟通协作能力和学习能力。",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
10000,15000,1、专科以上学历2、3年以上前端开发经验；3、精通html、css、javascript、ajax等网页制作技术4、熟练掌握html5、css3、javascript最新api，并灵活运用到项目中，有响应式页面开发经验；5、有运用vue/bootstrap/react框架等技术经验优先；6、工作勤奋主动，有责任，具有良好的沟通能力，团队精神；7、具备良好的服务意识、责任心、较,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15000,20000,岗位职责1、负责公司业务系统前端架构设计和技术选型；2、负责业务系统web前端页面开发以及交互的技术设计、开发、代码优化等；3、负责前端框架、组件的设计、开发与推广；4、分析业务需求，根据业务需求和交互设计稿设计并输出高保真视觉效果图；5、了解新兴技术的最新情况。技能特长要求1、计算机及相关专业毕业，大学本科以上学历，3年以上前端开发经验；2、精通javascript，掌握javascript语言核心技术dom、bom、ajax、json等，精通jquery/zepto，深刻理解其原理；3、精通mvc及相关设计模式，熟悉模块化开发，前端编译和构建工具，熟练运用主流的js 库和开发框架，并深入理解其设计原理。如vuejs， reactjs；。4、熟悉html5、css3开发，能完成基本的页面重构工作；5、具备敏锐的观察力，能紧跟web前端发展趋势，对设计、互联网产品趋势熟悉者佳；6、具备良好合作态度及团队精神，并富有工作激情、创新欲望和责任感，能承受高强度的工作压力。7、熟悉photoshop、illustrator、axure等界面设计工具的使用；,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8000,15000,岗位职责：1.负责公司web前端的设计、编码、内部测试和相关技术文档的拟订；2. 完成前端ui样式开发和交互开发，配合产品人员和后台开发人员进行应用及系统整合；3. 收集用户需求，持续的优化前端用户体验，提升web界面的友好和易用性。4. 主导前端架构设计，构建高效的前端框架提高开发效率。5. 熟悉前后端分离开发模式能对浏览器的性能调优。任职要求：1、计算机或相关专业本科以上，至少 2年以上web前端开发或ui设计工作经验。2、精通xhtml/xml、css、html5/css3，熟悉页面架构和布局，对表现与数据分离、web语义化等有深刻理解。3、熟悉javascript、ajax、dom等前端技术，至少熟练使用一种javascript框架(jquery，bootstrap，vue等前沿框架)、dw进行开发。4、熟悉前后端分离开发模式，能对浏览器的性能调优。5、深刻理解web标准，对可用性，可访问性等相关知识有实际的了解和实践经验。6、有app、微信公众号、微信小程序应用开发的经验。7、有良好的审美意识和美术基础。加入润诚达，您将获得：1、一经录用，公司提供优于同行业水平优厚待遇；基本工资+绩效工资+奖金+丰富的福利；2、五险一金；3、每周5天*8小时工作时间，周末双休；4、享受各类法定有薪假期，婚假、产假、丧假、年假等；5、提供通讯补助、交通补助、带薪旅游、补充商业险、定期体检；6、丰富多彩的员工活动、下午茶点、羽毛球/足球活动、员工生日party及节假日福利等；7、公平的晋升机会及良好的职业发展平台；8、轻松、自由的团队氛围，开放式的管理理念。,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
15000,25000,岗位职责：1、负责产品前端（pc、h5和微信公众号）页面和前端组件核心代码研发编写和维护工作，参与日常产品特性的讨论，评估项目的可行性；2、参与技术难题的攻关，解决系统性能及数据安全等问题；3、前端项目框架的搭建，以及代码的实现任职要求：1.？深入掌握前端相关原理2.？精通javascript、ajax、jquery、html、css等前端技术，精通vue开发框架优先；3.？具有参与大中型web项目开发经验；4.？熟悉http协议，对后端开发工作流程有一定了解；5. 加分项：熟悉微信公众号及小程序开发，node.js，了解nginx等web服务器配置；6. 4年及以上相关工作经验，大专及以上学历。,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
12000,18000,职位描述：？岗位职责：1、参与公司各web项目、微信公众号项目前端界面展示和界面逻辑的设计和实现；2、负责产品技术架构的改进，性能优化；3、与后端开发人员配合，高质量完成系统前端界面的开发工作。任职要求：1）大学专科及以上学历，计算机相关专业，3年+工作经验；？2）熟悉angular？、vue任意一种前端框架；对前端工程化、组件化、模块化有丰富的实践经验；？？？有在andriod、ios平台下web开发经验；有构建打包工具（grunt？、gulp、webpack）的使用经验优先；3）会web或app端相关页面重构、开发；精通html5，css，javascript、jquery，熟悉bootstrap、echarts相关技术，会运用html5构建app端web应用优先；4）有java基础、微信公众号开发经验优先。？,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
15000,30000,"岗位职责1、负责业务系统pc端的前端开发2、负责业务系统移动端app开发3、负责业务系统微信公众号及小程序的前端开发4、负责前端框架与基础库的设计及实现岗位要求1、对前端技术有浓厚兴趣，乐于研究探索新技术；2、熟悉w3c标准网站构建，有构建高性能网站应用相关经验；3、精通javascript及主流js框架，具备一定的框架建设能力；4、熟悉html5,css3等技术，能够完成页面重构工作；5、熟悉各浏览器平台特性，能够很好的解决兼容问题；6、对http协议有深刻理解；7、对常见的web性能问题安全问题有一定了解，并有相关的实践经验；8、精通vue.js前端框架,熟悉webpack开发build模式；9、3年以上的android\ios开发实战经验；10、熟悉tcp、udp、http、ftp等网络协议，熟悉多线程、socket网络编程者优先；11、学习能力强，具备良好的问题定位、分析及解决能力；12、责任心强，有良好的沟通和团队协作能力及较强的抗压能力.",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
15000,20000,"？岗位职责1. 参与软件的完整生命周期，包含需求、设计、编码、测试、部署2. 对软件持续进行优化与演进，包含组件化，流程自动化等3. 研究新技术，将新技术在产品中变现4. 进行技术攻关，解决紧急问题5. 将业务与技术进行文档化，形成沉淀工作要求1. 大专以上学历，计算机、信息技术相关专业2. 三年以上前端开发经验，熟练掌握javascript/html/css，熟练掌握其他任意一门语言3. 熟练使用html5相关对象，如video,canvas,blob等4. 熟练使用reactjs/angularjs/vuejs中的一种，优先考虑reactjs5. 熟练使用es6以及相应打包工具如：webpack、gulp6. 具备主动性，能够快速将所学技术在业务领域变现7. 具备独立完成整个项目的能力，能够快速定位问题8. 具备团队协作精神，有高度责任心，有良好的编码规范",0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
10000,15000,"工作职责：1、独立承担web前端开发任务，负责公司前端产品组件的设计、规划及开发；2、利用html/css/javascript/html5等各种web技术进行产品的界面开发；3、整体页面结构及样式层结构的设计、优化；4、制作标准优化的代码，并增加交互动态功能；5、进行丰富互联网的web开发，致力于通过技术改善用户体验；6、主导讨论制订web前端框架；岗位要求：1、本科及以上学历，3年以上开发经验；2、精通html/xhtml、css等网页制作技术，熟悉页面架构及布局,能熟练运用div+css来制作符合w3c规范的静态页面；3、精通ajax、javascript、xml、dom、dhtml等前端技术，使用过jquery、ext、dojo、prototype等js框架的至少一种，能手写符合w3c标准、兼容多种浏览器的前端页面代码；4、熟悉ajax以及json，xml等数据交换格式；5、熟悉http协议；6、熟悉jsp、java开发语言；7、熟悉react、nodejs 是加分项；8、有较强的书面表达能力和口头沟通能力；",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10000,15000,岗位职责：1、负责软件系统的前端框架的代码管理及网站html5、css、js开发工作。2、解决终端浏览器及终端系统之间的兼容性问题。3、维护及优化产品前端页面性能，不断的实现更好的交互体验。任职要求：1、计算机相关专业本科以上学历，三年以上前端工作经验。2、精通html、css、js、jquery等技术，熟悉页面架构和布局。3、熟练使用vue 2框架，了解angular、react等前端主流mvc/mvvm框架。4、熟悉webpack等前端自动化构建工具。5、具备go等后端开发相关经验的优先考虑。6、有良好的代码编写习惯，有良好的自学能力，独立分析和解决问题的能力。,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8000,15000,岗位职责：负责项目界面原型设计、网站平台前端页面模板和用户交互设计岗位要求：1. 三年以上web前端开发经验，计算机相关专业，本科以上学历；2. 熟练掌握html5/javascript/css等前端技术，熟悉w3c规范，能熟练编写具有良好风格规范的html+css代码；3. 精通javascript及主流前端框架，如vue/angular/bootstrap/react，具备一定的框架设计能力；4. 熟悉各种浏览器平台特性，能很好解决兼容问题；5. 熟悉移动端web开发;6. 对常见的web性能问题、安全问题有一定了解，并有相关的实践经验；7. 有大型项目的前端架构设计经验，精通http协议，能根据项目需要合理设计缓存策略，并能熟练掌握主流的性能优化方法；8. 责任心，优秀的团队合作精神，良好的沟通表达和逻辑分析能力；,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
